Ward Number	Ward Name	Project #	Prefix	Project Name	Sub-project Name	Year	Budgeted
	City Wide	WAS906958-2	WAS	SEWER SYSTEM REHABILITATION	Group 2 & 3 Sewage P.S. Upgrades	2014	8.0
	City Wide	WAS906958-2	WAS	SEWER SYSTEM REHABILITATION	Group 2 & 3 Sewage P.S. Upgrades	2015	31.0
	City Wide	WAS906958-23	WAS	SEWER SYSTEM REHABILITATION	SEWAGE PUMPING STATION STANDBY POWER	2014	1116.0
	City Wide	WAS906958-5	WAS	SEWER SYSTEM REHABILITATION	CCTV Inspection	2014	1000.0
	City Wide	WAS906958-5	WAS	SEWER SYSTEM REHABILITATION	CCTV Inspection	2015	1000.0
	City Wide	WAS906958-8	WAS	SEWER SYSTEM REHABILITATION	SPS SCADA UPGRADES - ENGINEERING	2014	800.0
	City Wide	WAS906958-8	WAS	SEWER SYSTEM REHABILITATION	SPS SCADA UPGRADES - ENGINEERING	2015	315.0
	City Wide	WAS906958-8	WAS	SEWER SYSTEM REHABILITATION	SPS SCADA UPGRADES - ENGINEERING	2016	13.0
	City Wide	WAS906958-8	WAS	SEWER SYSTEM REHABILITATION	SPS SCADA UPGRADES - ENGINEERING	2017	12.0
	City Wide	WAS906958-9	WAS	SEWER SYSTEM REHABILITATION	SEWER REHABILITATION	2014	15000.0
	City Wide	WAS906958-9	WAS	SEWER SYSTEM REHABILITATION	SEWER REHABILITATION	2015	30000.0
	City Wide	WAS906960-1	WAS	STREAM RESTORATION & EROSION CONTROL	HIGHLAND CREEK STREAM RESTORATION	2014	1000.0
	City Wide	WAS906960-26	WAS	STREAM RESTORATION & EROSION CONTROL	STREAM RESTORATION-CRITICAL LOCATIONS	2014	500.0
	City Wide	WAS906960-27	WAS	STREAM RESTORATION & EROSION CONTROL	HIGHLAND CREEK STREAM RESTORATION - 10 YEAR	2016	1000.0
	City Wide	WAS906960-27	WAS	STREAM RESTORATION & EROSION CONTROL	HIGHLAND CREEK STREAM RESTORATION - 10 YEAR	2017	1000.0
	City Wide	WAS906960-27	WAS	STREAM RESTORATION & EROSION CONTROL	HIGHLAND CREEK STREAM RESTORATION - 10 YEAR	2018	1000.0
	City Wide	WAS906960-27	WAS	STREAM RESTORATION & EROSION CONTROL	HIGHLAND CREEK STREAM RESTORATION - 10 YEAR	2019	1000.0
	City Wide	WAS906960-27	WAS	STREAM RESTORATION & EROSION CONTROL	HIGHLAND CREEK STREAM RESTORATION - 10 YEAR	2020	1000.0
	City Wide	WAS906960-27	WAS	STREAM RESTORATION & EROSION CONTROL	HIGHLAND CREEK STREAM RESTORATION - 10 YEAR	2021	1000.0
	City Wide	WAS906960-27	WAS	STREAM RESTORATION & EROSION CONTROL	HIGHLAND CREEK STREAM RESTORATION - 10 YEAR	2022	1000.0
	City Wide	WAS906960-27	WAS	STREAM RESTORATION & EROSION CONTROL	HIGHLAND CREEK STREAM RESTORATION - 10 YEAR	2023	1000.0
	City Wide	WAS906960-28	WAS	STREAM RESTORATION & EROSION CONTROL	STREAM RESTORATION CRITICAL LOCAITONS - 10 YR	2016	500.0
	City Wide	WAS906960-28	WAS	STREAM RESTORATION & EROSION CONTROL	STREAM RESTORATION CRITICAL LOCAITONS - 10 YR	2017	500.0
	City Wide	WAS906960-28	WAS	STREAM RESTORATION & EROSION CONTROL	STREAM RESTORATION CRITICAL LOCAITONS - 10 YR	2018	500.0
	City Wide	WAS906960-28	WAS	STREAM RESTORATION & EROSION CONTROL	STREAM RESTORATION CRITICAL LOCAITONS - 10 YR	2019	500.0
	City Wide	WAS906960-28	WAS	STREAM RESTORATION & EROSION CONTROL	STREAM RESTORATION CRITICAL LOCAITONS - 10 YR	2020	500.0
	City Wide	WAS906960-28	WAS	STREAM RESTORATION & EROSION CONTROL	STREAM RESTORATION CRITICAL LOCAITONS - 10 YR	2021	500.0
	City Wide	WAS906960-28	WAS	STREAM RESTORATION & EROSION CONTROL	STREAM RESTORATION CRITICAL LOCAITONS - 10 YR	2022	500.0
	City Wide	WAS906960-28	WAS	STREAM RESTORATION & EROSION CONTROL	STREAM RESTORATION CRITICAL LOCAITONS - 10 YR	2023	500.0
	City Wide	WAS906964-18	WAS	CONVEYANCE CONTROLS - REPLC & REHAB	COATSWORTH CUT - PHASE 1 CONSTRUCTION	2015	110.0
	City Wide	WAS906964-18	WAS	CONVEYANCE CONTROLS - REPLC & REHAB	COATSWORTH CUT - PHASE 1 CONSTRUCTION	2016	110.0
	City Wide	WAS906964-18	WAS	CONVEYANCE CONTROLS - REPLC & REHAB	COATSWORTH CUT - PHASE 1 CONSTRUCTION	2017	110.0
	City Wide	WAS906966-8	WAS	SWM  TRCA FUNDING	10 Year TRCA Funding	2015	327.0
	City Wide	WAS906966-8	WAS	SWM  TRCA FUNDING	10 Year TRCA Funding	2016	336.0
	City Wide	WAS906966-8	WAS	SWM  TRCA FUNDING	10 Year TRCA Funding	2017	344.0
	City Wide	WAS906966-8	WAS	SWM  TRCA FUNDING	10 Year TRCA Funding	2018	353.0
	City Wide	WAS906966-8	WAS	SWM  TRCA FUNDING	10 Year TRCA Funding	2019	361.0
	City Wide	WAS906966-8	WAS	SWM  TRCA FUNDING	10 Year TRCA Funding	2020	371.0
	City Wide	WAS906966-8	WAS	SWM  TRCA FUNDING	10 Year TRCA Funding	2021	380.0
	City Wide	WAS906966-8	WAS	SWM  TRCA FUNDING	10 Year TRCA Funding	2022	389.0
	City Wide	WAS906966-8	WAS	SWM  TRCA FUNDING	10 Year TRCA Funding	2023	399.0
	City Wide	WAS906968-2	WAS	ENGINEERING	CONSULTING FEES	2014	2000.0
	City Wide	WAS906968-2	WAS	ENGINEERING	CONSULTING FEES	2015	2000.0
	City Wide	WAS906968-31	WAS	ENGINEERING	ROAD RESTORATION	2014	1000.0
	City Wide	WAS906973-25	WAS	SEWER REPLACEMENT PROGRAM	SEWER REPLACEMENT 2012	2014	170.0
	City Wide	WAS906973-37	WAS	SEWER REPLACEMENT PROGRAM	FORCEMENT REPLACEMENT - 10 YEAR	2015	1000.0
	City Wide	WAS906973-37	WAS	SEWER REPLACEMENT PROGRAM	FORCEMENT REPLACEMENT - 10 YEAR	2016	2000.0
	City Wide	WAS906973-37	WAS	SEWER REPLACEMENT PROGRAM	FORCEMENT REPLACEMENT - 10 YEAR	2017	2000.0
	City Wide	WAS906973-37	WAS	SEWER REPLACEMENT PROGRAM	FORCEMENT REPLACEMENT - 10 YEAR	2018	2000.0
	City Wide	WAS906973-37	WAS	SEWER REPLACEMENT PROGRAM	FORCEMENT REPLACEMENT - 10 YEAR	2019	2000.0
	City Wide	WAS906973-37	WAS	SEWER REPLACEMENT PROGRAM	FORCEMENT REPLACEMENT - 10 YEAR	2020	2000.0
	City Wide	WAS906973-37	WAS	SEWER REPLACEMENT PROGRAM	FORCEMENT REPLACEMENT - 10 YEAR	2021	2000.0
	City Wide	WAS906973-37	WAS	SEWER REPLACEMENT PROGRAM	FORCEMENT REPLACEMENT - 10 YEAR	2022	2000.0
	City Wide	WAS906973-37	WAS	SEWER REPLACEMENT PROGRAM	FORCEMENT REPLACEMENT - 10 YEAR	2023	2000.0
	City Wide	WAS906980-8	WAS	ASHBRIDGES BAY T.P. YR2006	MEDIATION AGREEMENT IMPLEMENTATION - PART 2	2014	25.0
	City Wide	WAS906980-8	WAS	ASHBRIDGES BAY T.P. YR2006	MEDIATION AGREEMENT IMPLEMENTATION - PART 2	2015	25.0
	City Wide	WAS906980-9	WAS	ASHBRIDGES BAY T.P. YR2006	DEWATERING EQUIPMENT UPGRADES	2014	75.0
	City Wide	WAS906980-9	WAS	ASHBRIDGES BAY T.P. YR2006	DEWATERING EQUIPMENT UPGRADES	2015	4.0
	City Wide	WAS906981-16	WAS	HIGHLAND CREEK WWTP UPGRADES	MECH SYSTEMS UPGRADES - CONSTR	2014	1000.0
	City Wide	WAS906981-31	WAS	HIGHLAND CREEK WWTP UPGRADES	ELEC SYSTEM UPGRADES - CONSTR	2014	3500.0
	City Wide	WAS906981-32	WAS	HIGHLAND CREEK WWTP UPGRADES	CEPA COMPLIANCE -HCTP - 2014 SC	2014	200.0
	City Wide	WAS906981-32	WAS	HIGHLAND CREEK WWTP UPGRADES	CEPA COMPLIANCE -HCTP - 2014 SC	2015	2000.0
	City Wide	WAS906981-32	WAS	HIGHLAND CREEK WWTP UPGRADES	CEPA COMPLIANCE -HCTP - 2014 SC	2016	300.0
	City Wide	WAS906981-5	WAS	HIGHLAND CREEK WWTP UPGRADES	TRANSFORMERS AND SWITCHGEAR	2016	1000.0
	City Wide	WAS906981-5	WAS	HIGHLAND CREEK WWTP UPGRADES	TRANSFORMERS AND SWITCHGEAR	2017	1250.0
	City Wide	WAS906981-5	WAS	HIGHLAND CREEK WWTP UPGRADES	TRANSFORMERS AND SWITCHGEAR	2018	1690.0
	City Wide	WAS906981-5	WAS	HIGHLAND CREEK WWTP UPGRADES	TRANSFORMERS AND SWITCHGEAR	2019	1200.0
	City Wide	WAS906981-7	WAS	HIGHLAND CREEK WWTP UPGRADES	MECH & ELECTRICAL UPGRADE ENGINEERING	2014	1027.0
	City Wide	WAS906981-7	WAS	HIGHLAND CREEK WWTP UPGRADES	MECH & ELECTRICAL UPGRADE ENGINEERING	2015	685.0
	City Wide	WAS906981-8	WAS	HIGHLAND CREEK WWTP UPGRADES	DIGESTER GAS SYSTEM UPGRADES	2014	1670.0
	City Wide	WAS906981-8	WAS	HIGHLAND CREEK WWTP UPGRADES	DIGESTER GAS SYSTEM UPGRADES	2015	4950.0
	City Wide	WAS906981-8	WAS	HIGHLAND CREEK WWTP UPGRADES	DIGESTER GAS SYSTEM UPGRADES	2016	4680.0
	City Wide	WAS906981-8	WAS	HIGHLAND CREEK WWTP UPGRADES	DIGESTER GAS SYSTEM UPGRADES	2017	50.0
	City Wide	WAS906982-1	WAS	HUMBER WWTP UPGRADES	BUILDING UPGRADE ENGINEERING	2014	18.0
	City Wide	WAS906982-20	WAS	HUMBER WWTP UPGRADES	BLDG & GROUNDS UPGRADE	2014	320.0
	City Wide	WAS906982-20	WAS	HUMBER WWTP UPGRADES	BLDG & GROUNDS UPGRADE	2015	376.0
	City Wide	WAS906982-29	WAS	HUMBER WWTP UPGRADES	ADMIN BUILDING EXPANSION	2014	100.0
	City Wide	WAS906982-29	WAS	HUMBER WWTP UPGRADES	ADMIN BUILDING EXPANSION	2015	250.0
	City Wide	WAS906982-29	WAS	HUMBER WWTP UPGRADES	ADMIN BUILDING EXPANSION	2016	400.0
	City Wide	WAS906982-52	WAS	HUMBER WWTP UPGRADES	HVAC UPGRADES	2014	570.0
	City Wide	WAS906982-52	WAS	HUMBER WWTP UPGRADES	HVAC UPGRADES	2015	210.0
	City Wide	WAS906982-8	WAS	HUMBER WWTP UPGRADES	NEW GROUNDSKEEPING BUILDING and RAS Control Room	2014	450.0
	City Wide	WAS906994-3	WAS	HIGHLAND CREEK WWTP - SOLIDS & GAS HANDLING	WAS THICKENING AND DEWATERING CONSTR	2014	93.0
	City Wide	WAS907038-3	WAS	Land Acquisition for Source Water Protect	EROSION PROTECTION & LAND ACQUISITION	2014	2000.0
	City Wide	WAS907038-3	WAS	Land Acquisition for Source Water Protect	EROSION PROTECTION & LAND ACQUISITION	2015	2000.0
	City Wide	WAS907097-19	WAS	ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV	CITY IMPROVEMENTS RE: TH COGEN	2014	900.0
	City Wide	WAS907097-19	WAS	ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV	CITY IMPROVEMENTS RE: TH COGEN	2015	1300.0
	City Wide	WAS907097-19	WAS	ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV	CITY IMPROVEMENTS RE: TH COGEN	2016	2500.0
	City Wide	WAS907097-19	WAS	ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV	CITY IMPROVEMENTS RE: TH COGEN	2017	2200.0
	City Wide	WAS907097-19	WAS	ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV	CITY IMPROVEMENTS RE: TH COGEN	2018	1000.0
	City Wide	WAS907097-19	WAS	ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV	CITY IMPROVEMENTS RE: TH COGEN	2019	50.0
	City Wide	WAS907097-40	WAS	ASHBRIDGES BAY WWTP - BUILDING SERVICES & SITE DEV	GROVE LANDSCAPING PH1	2022	2000.0
	City Wide	WAS907098-13	WAS	ASHBRIDGES BAY WWTP - EFFLUENT SYSTEM	ABTP OUTFALL ASSESSMENT	2014	14.0
	City Wide	WAS907099-10	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTERGRATED PUMPING STATION - ENGINEERING	2014	124.0
	City Wide	WAS907099-10	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTERGRATED PUMPING STATION - ENGINEERING	2015	299.0
	City Wide	WAS907099-10	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTERGRATED PUMPING STATION - ENGINEERING	2016	120.0
	City Wide	WAS907099-10	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTERGRATED PUMPING STATION - ENGINEERING	2017	90.0
	City Wide	WAS907099-10	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTERGRATED PUMPING STATION - ENGINEERING	2018	90.0
	City Wide	WAS907099-10	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTERGRATED PUMPING STATION - ENGINEERING	2019	90.0
	City Wide	WAS907099-10	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTERGRATED PUMPING STATION - ENGINEERING	2020	90.0
	City Wide	WAS907099-10	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTERGRATED PUMPING STATION - ENGINEERING	2021	90.0
	City Wide	WAS907099-10	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTERGRATED PUMPING STATION - ENGINEERING	2022	60.0
	City Wide	WAS907099-12	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	WORK AREA 1 REHAB	2014	20.0
	City Wide	WAS907099-12	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	WORK AREA 1 REHAB	2015	20.0
	City Wide	WAS907099-13	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	WORK AREA 5 REHAB	2014	400.0
	City Wide	WAS907099-39	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	INTEGRATED PUMPING STATION - CONSTRUCTION	2014	105.0
	City Wide	WAS907099-45	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	WORK AREA 1 REHAB-2014 SC	2014	175.0
	City Wide	WAS907099-45	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	WORK AREA 1 REHAB-2014 SC	2015	-18.0
	City Wide	WAS907099-7	WAS	ASHBRIDGES BAY WWTP - LIQUID TREATMENT & HANDLING	Primary and Secondary Tanks Rehabilitation	2022	143.0
	City Wide	WAS907100-25	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	PELLETIZER TRUCK LOADING FACILITY UPGRADES	2014	1000.0
	City Wide	WAS907100-3	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	WASTE ACTIVATED SLUDGE UPGRADE - ENGINEERING	2014	84.0
	City Wide	WAS907100-3	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	WASTE ACTIVATED SLUDGE UPGRADE - ENGINEERING	2015	84.0
	City Wide	WAS907100-3	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	WASTE ACTIVATED SLUDGE UPGRADE - ENGINEERING	2016	66.0
	City Wide	WAS907100-3	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	WASTE ACTIVATED SLUDGE UPGRADE - ENGINEERING	2017	60.0
	City Wide	WAS907100-3	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	WASTE ACTIVATED SLUDGE UPGRADE - ENGINEERING	2018	60.0
	City Wide	WAS907100-3	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	WASTE ACTIVATED SLUDGE UPGRADE - ENGINEERING	2019	60.0
	City Wide	WAS907100-3	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	WASTE ACTIVATED SLUDGE UPGRADE - ENGINEERING	2020	60.0
	City Wide	WAS907100-3	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	WASTE ACTIVATED SLUDGE UPGRADE - ENGINEERING	2021	3.0
	City Wide	WAS907100-4	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	DIGESTERS 9-12 REFURBISHMENT	2014	144.0
	City Wide	WAS907100-4	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	DIGESTERS 9-12 REFURBISHMENT	2015	405.0
	City Wide	WAS907100-4	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	DIGESTERS 9-12 REFURBISHMENT	2016	369.0
	City Wide	WAS907100-4	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	DIGESTERS 9-12 REFURBISHMENT	2017	1.0
	City Wide	WAS907100-4	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	DIGESTERS 9-12 REFURBISHMENT	2018	1.0
	City Wide	WAS907100-8	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	BIOSOLIDS PELLETIZER RETROFIT	2014	400.0
	City Wide	WAS907100-8	WAS	ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING	BIOSOLIDS PELLETIZER RETROFIT	2015	400.0
	City Wide	WAS907101-7	WAS	ASHBRIDGES BAY WWTP - O&M UPGRADES	MISC MECH REHAB	2014	5000.0
	City Wide	WAS907101-7	WAS	ASHBRIDGES BAY WWTP - O&M UPGRADES	MISC MECH REHAB	2015	4000.0
	City Wide	WAS907102-13	WAS	ASHBRIDGES BAY WWTP - ODOUR CONTROL	D BUILDING TREATMENT & BIOFILTER	2014	15.0
	City Wide	WAS907105-11	WAS	HUMBER WWTP - O&M UPGRADES	DIGESTER CLEANING & UPGRADES	2014	600.0
	City Wide	WAS907105-2	WAS	HUMBER WWTP - O&M UPGRADES	LIQUID STREAM UPGRADES	2014	300.0
	City Wide	WAS907106-1	WAS	HUMBER WWTP - ODOUR CONTROL	Odour Control Implementation Phase 1	2014	180.0
	City Wide	WAS907106-1	WAS	HUMBER WWTP - ODOUR CONTROL	Odour Control Implementation Phase 1	2015	150.0
	City Wide	WAS907106-1	WAS	HUMBER WWTP - ODOUR CONTROL	Odour Control Implementation Phase 1	2016	150.0
	City Wide	WAS907106-1	WAS	HUMBER WWTP - ODOUR CONTROL	Odour Control Implementation Phase 1	2017	100.0
	City Wide	WAS907224-2	WAS	SEWAGE PUMPING STATION UPGRADES	SCOTT STREET PS UPGRADES	2014	5.0
	City Wide	WAS907224-4	WAS	SEWAGE PUMPING STATION UPGRADES	SUNNYSIDE AND MARYPORT SPS UPGRADES	2014	1095.0
	City Wide	WAS907559-1	WAS	DON & WATERFRONT TRUNK CSO	DON & WATERFRONT TRUNK/CSO PKG 1 - DESIGN	2014	280.0
	City Wide	WAS907559-1	WAS	DON & WATERFRONT TRUNK CSO	DON & WATERFRONT TRUNK/CSO PKG 1 - DESIGN	2015	300.0
	City Wide	WAS907559-1	WAS	DON & WATERFRONT TRUNK CSO	DON & WATERFRONT TRUNK/CSO PKG 1 - DESIGN	2016	300.0
	City Wide	WAS907559-1	WAS	DON & WATERFRONT TRUNK CSO	DON & WATERFRONT TRUNK/CSO PKG 1 - DESIGN	2017	300.0
	City Wide	WAS907559-1	WAS	DON & WATERFRONT TRUNK CSO	DON & WATERFRONT TRUNK/CSO PKG 1 - DESIGN	2018	180.0
	City Wide	WAS907559-1	WAS	DON & WATERFRONT TRUNK CSO	DON & WATERFRONT TRUNK/CSO PKG 1 - DESIGN	2019	180.0
	City Wide	WAS907559-1	WAS	DON & WATERFRONT TRUNK CSO	DON & WATERFRONT TRUNK/CSO PKG 1 - DESIGN	2020	180.0
	City Wide	WAS907559-1	WAS	DON & WATERFRONT TRUNK CSO	DON & WATERFRONT TRUNK/CSO PKG 1 - DESIGN	2021	180.0
	City Wide	WAS907700-2	WAS	NORTH TORONTO WTP UPGRADES	NTTP-ELECTRICAL UPGRADES	2014	1300.0
	City Wide	WAS907700-2	WAS	NORTH TORONTO WTP UPGRADES	NTTP-ELECTRICAL UPGRADES	2015	1500.0
	City Wide	WASWP050 -26	WAS	EQUIPMENT REPLACEMENT & REHABILITATION	REHAB OF SOUTH PRIMARY CLARIFIERS	2014	18.0
	City Wide	WASWP050 -30	WAS	EQUIPMENT REPLACEMENT & REHABILITATION	ABTP - DIG. TANKS #1-8 MODS.	2014	10.0
	City Wide	WASWP050 -35	WAS	EQUIPMENT REPLACEMENT & REHABILITATION	MTI REAL TIME CONTROL	2014	2000.0
	City Wide	WASWP050 -35	WAS	EQUIPMENT REPLACEMENT & REHABILITATION	MTI REAL TIME CONTROL	2015	2000.0
	City Wide	WAT000004-18	WAT	HORGAN W.T.P. EXPANSION	SUPERNATANT AND FORCEMAIN INSTALLATION	2014	527.0
	City Wide	WAT000004-2	WAT	HORGAN W.T.P. EXPANSION	PLANT EXPANSION - DESIGN & CONSTR ADMIN	2014	100.0
	City Wide	WAT000004-5	WAT	HORGAN W.T.P. EXPANSION	PLANT EXPANSION - CONSTRUCTION	2014	2123.0
	City Wide	WAT000004-5	WAT	HORGAN W.T.P. EXPANSION	PLANT EXPANSION - CONSTRUCTION	2015	531.0
	City Wide	WAT000014-1	WAT	WATER STORAGE EXPANSION	DUFFERIN RES. EXT. - DESIGN AND CONT. ADMIN	2014	14.0
	City Wide	WAT000014-18	WAT	WATER STORAGE EXPANSION	MILLIKEN P.S. CONSTRUCTION	2014	100.0
	City Wide	WAT000014-18	WAT	WATER STORAGE EXPANSION	MILLIKEN P.S. CONSTRUCTION	2015	1200.0
	City Wide	WAT000014-2	WAT	WATER STORAGE EXPANSION	Milliken PS and Reservoir - Engineering	2014	25.0
	City Wide	WAT000014-2	WAT	WATER STORAGE EXPANSION	Milliken PS and Reservoir - Engineering	2015	25.0
	City Wide	WAT000014-28	WAT	WATER STORAGE EXPANSION	MILLIKEN PS RESERVOIR EXT .CONSTRUCTION	2014	38.0
	City Wide	WAT000014-28	WAT	WATER STORAGE EXPANSION	MILLIKEN PS RESERVOIR EXT .CONSTRUCTION	2015	902.0
	City Wide	WAT000014-5	WAT	WATER STORAGE EXPANSION	Dufferin Reservoir Expansion - CONST	2014	69.0
	City Wide	WAT000014-5	WAT	WATER STORAGE EXPANSION	Dufferin Reservoir Expansion - CONST	2015	759.0
	City Wide	WAT000018-24	WAT	CLARK RESIDUE MGMT. FACILITIES	RESIDUALS RETROFITS & UPGRADES	2014	200.0
	City Wide	WAT000018-24	WAT	CLARK RESIDUE MGMT. FACILITIES	RESIDUALS RETROFITS & UPGRADES	2015	100.0
	City Wide	WAT000021-10	WAT	WATER EFFICIENCY PROGRAM	ICI INDOOR WATER AUDIT	2014	300.0
	City Wide	WAT000021-10	WAT	WATER EFFICIENCY PROGRAM	ICI INDOOR WATER AUDIT	2015	300.0
	City Wide	WAT000021-10	WAT	WATER EFFICIENCY PROGRAM	ICI INDOOR WATER AUDIT	2016	300.0
	City Wide	WAT000021-10	WAT	WATER EFFICIENCY PROGRAM	ICI INDOOR WATER AUDIT	2017	300.0
	City Wide	WAT000021-11	WAT	WATER EFFICIENCY PROGRAM	PUBLIC EDUCATION & PROMOTIONS	2014	150.0
	City Wide	WAT000021-11	WAT	WATER EFFICIENCY PROGRAM	PUBLIC EDUCATION & PROMOTIONS	2015	150.0
	City Wide	WAT000021-11	WAT	WATER EFFICIENCY PROGRAM	PUBLIC EDUCATION & PROMOTIONS	2016	150.0
	City Wide	WAT000021-11	WAT	WATER EFFICIENCY PROGRAM	PUBLIC EDUCATION & PROMOTIONS	2017	150.0
	City Wide	WAT000021-12	WAT	WATER EFFICIENCY PROGRAM	ANCILLARY COSTS	2014	70.0
	City Wide	WAT000021-12	WAT	WATER EFFICIENCY PROGRAM	ANCILLARY COSTS	2015	70.0
	City Wide	WAT000021-12	WAT	WATER EFFICIENCY PROGRAM	ANCILLARY COSTS	2016	70.0
	City Wide	WAT000021-12	WAT	WATER EFFICIENCY PROGRAM	ANCILLARY COSTS	2017	70.0
	City Wide	WAT000340-1	WAT	ISLAND PLANT WINTERIZATION	PLANT WINTERIZATION & SUMMERIZATION	2014	335.0
	City Wide	WAT000340-13	WAT	ISLAND PLANT WINTERIZATION	PLANT WINTERIZATION & SUMMERIZATION- 2014 SC	2014	-335.0
	City Wide	WAT000340-13	WAT	ISLAND PLANT WINTERIZATION	PLANT WINTERIZATION & SUMMERIZATION- 2014 SC	2015	388.0
	City Wide	WAT000352-18	WAT	WM MARKHAM/SHEPPARD TO BAYVIEW/FINCH	JOS MARKHAM/SHEPPARD BAYVIEW/FINCH  HYDRO -2014 SC	2014	84.0
	City Wide	WAT000363-18	WAT	ENGINEERING STUDIES	Controlled Substances ID and Abatement	2014	200.0
	City Wide	WAT000363-18	WAT	ENGINEERING STUDIES	Controlled Substances ID and Abatement	2015	200.0
	City Wide	WAT000363-2	WAT	ENGINEERING STUDIES	IMPROVED TREATMENT STUDIES	2014	20.0
	City Wide	WAT000363-2	WAT	ENGINEERING STUDIES	IMPROVED TREATMENT STUDIES	2015	20.0
	City Wide	WAT000363-25	WAT	ENGINEERING STUDIES	FACILITY FORECAST/SOGR	2016	100.0
	City Wide	WAT000363-25	WAT	ENGINEERING STUDIES	FACILITY FORECAST/SOGR	2017	150.0
	City Wide	WAT000363-25	WAT	ENGINEERING STUDIES	FACILITY FORECAST/SOGR	2018	50.0
	City Wide	WAT000363-25	WAT	ENGINEERING STUDIES	FACILITY FORECAST/SOGR	2019	50.0
	City Wide	WAT000363-25	WAT	ENGINEERING STUDIES	FACILITY FORECAST/SOGR	2020	50.0
	City Wide	WAT000363-25	WAT	ENGINEERING STUDIES	FACILITY FORECAST/SOGR	2021	50.0
	City Wide	WAT000363-25	WAT	ENGINEERING STUDIES	FACILITY FORECAST/SOGR	2022	50.0
	City Wide	WAT000363-25	WAT	ENGINEERING STUDIES	FACILITY FORECAST/SOGR	2023	50.0
	City Wide	WAT000363-31	WAT	ENGINEERING STUDIES	ENERGY EFFICIENCY IMPLEMENTATION - 2014 SC	2014	50.0
	City Wide	WAT000363-31	WAT	ENGINEERING STUDIES	ENERGY EFFICIENCY IMPLEMENTATION - 2014 SC	2015	50.0
	City Wide	WAT000363-38	WAT	ENGINEERING STUDIES	CORROSION CONTROL	2014	4765.0
	City Wide	WAT000363-38	WAT	ENGINEERING STUDIES	CORROSION CONTROL	2015	110.0
	City Wide	WAT906334-12	WAT	BUSINESS SYSTEM INFRASTRUCTURE - PW	PCS LEGACY ALARM IMPROVEMENT - 2014 SC	2015	600.0
	City Wide	WAT906334-9	WAT	BUSINESS SYSTEM INFRASTRUCTURE - PW	TRUNK RADIO SYSTEM	2016	200.0
	City Wide	WAT906334-9	WAT	BUSINESS SYSTEM INFRASTRUCTURE - PW	TRUNK RADIO SYSTEM	2017	100.0
	City Wide	WAT906467-1	WAT	AVENUE ROAD TRUNKMAIN REPLACEMENT	AVENUE RD WM ENGINEERING - HI LEVEL TO LAWRENCE	2014	18.0
